Website,Date,author_name,related_topics,pdf_links,page_content
https://www.ey.com/en_in/banking-capital-markets/why-financial-well-being-should-be-integral-to-banks-customer-strategy,2020-06-29,Jan Bellens,"Future of banking, Banking and capital markets, Customer, Open banking, Digital",,"What is financial well-being? Is it just being wealthy? Or is it having the information and capabilities needed to manage money, keep protection costs down, and invest and save in a way that promotes a more general sense of wellness?
EY teams define financial well-being as “the ability to make confident, well-informed money-related decisions resulting in financial security for both the short and long term.”
This kind of financial well-being isn’t just about being able to make and afford “life event” decisions – like buying a new or house, getting married, or saving for retirement. It’s about thinking of finance as a utility – a service that is continually available to support our overall well-being, whereby we have enough confidence in our ability to spend, save and invest so that we can fully engage with our day-to-day lives, jobs, and society at large.
Ultimately, it is beyond being able to make and afford the macro-decisions for the macro-moments, it’s about being able to make and afford the micro-decisions for the micro-moments along the way.
Previously, attaining this kind of financial well-being was a matter of personal responsibility and prudence. But as digital has come to improve the customer’s experience in other areas, is it time to demand improved services and options from banks as well?
Long-term financial stress is increasingly being recognized across society for its impact on happiness and productivity. Its impact can be seen on many levels:
- Mental health: Money worries are real. In the UK, a study by one bank found that 63% of adults say that money issues have negatively affected the mental health of someone they know. Of those who say they are personally worried, 36% report changes in mood or temperament, and 31% report trouble sleeping.
- Physical health: Failure to manage finances can directly impact on physical well-being – particularly in cases where individuals do not have access to medical insurance or single-payer services. In the US,EY researchon corporate wellness found that 20% of adults say they would consider skipping a doctor’s appointment due to money worries.
- Productivity levels: According toEY research, 30% of employees say they think about personal finances on the job, and 83% of HR professionals say that this concern negatively impacts performance at work.
- Social engagement: Financial well-being also impacts people’s ability to engage effectively with the society around them. In aUS survey, 87% of those who said they were thriving in terms of financial well-being reported their relationships with their partner or close friends were stronger than ever; this dropped to 61% among those who rated their financial well-being poorly.

Financial well-being is a fundamental principle for the world’s first behavioral bank, South Africa-based Discovery Bank. The bank is anchored in the Vitality platform, which uses financial incentives to help customers curate and sustain healthier lifestyles – integrating physical well-being into financial well-being. For example, Discovery’s offering – which EY teams have been involved in building – includes benefits from Vitality partners, such as 100% cashback on gym membership.
Along with offering customers rewards for responsible spending, healthy eating and exercising, the digital-only bank aims to help them understand and improve their financial behavior, unlocking greater long-term value in the process.
By setting out how people can benefit from being financially healthy, Discovery Bank is reimagining how a financial institution and its customers can mutually benefit from greater financial well-being.
It’s a lesson other banks need to consider carefully. And while there is no set rulebook for implementing more reactive, engaged banking solutions, the following steps can help banks deliver products and solutions that truly work for their customers and expand their operations:
To remain relevant amid a competitive culture that is promoting new ways of managing money, all banks need to refocus on helping their customers meet their personal needs.
It’s no longer enough to simply offer accounts, savings or loans. If we want people to be more broadly served financially, then we need to engage them in a digital dialogue. What’s more, banks need to be more proactive in helping their customers achieve lasting financial well-being so that they can secure long-term loyalty in this age of the empowered consumer.
This article was co-authored by EY Partner, Jay Pather, Advisory Financial Services, Africa, India and Middle East."
https://www.ey.com/en_in/banking-capital-markets/how-global-initiatives-and-other-trends-are-modernizing-payments,2020-06-26,,"Banking and capital markets, Financial Services, Digital, Payments, Trust",https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/banking-and-capital-markets/ey-modernizing-payments.pdf?download,"

The traditional role of payment service providers (PSPs) is becoming outdated. New, digitally sophisticated market entrants are offering consumers innovative, value-adding services that complement payments execution and fundamentally shift consumer expectations.
However, the payments infrastructure is typically not agile or mature enough to capitalize on the benefits of the new technology. In countries with highly developed financial systems, payments structures have become complex, inefficient and inflexible due to decades of incremental development. Conversely, some countries with less sophisticated financial systems do not have architectures that are advanced enough to meet consumer demand. These countries also include large numbers of nonbanked and newly banked consumers who may be excluded or limited in the way they can use payment systems.
Given this landscape, regulators and other players within the payments industry are responding to drive strategic change.
- Industry-driven change: There has been unprecedented collaboration in the payments industry in recent years. Banks and other PSPs recognize they need to drive change to stay relevant in the market.
- Regulatory-driven change: Regulators have taken a pivotal role in fostering modernization in some jurisdictions by creating new regulatory requirements or acting as leaders and coordinators of industry-driven initiatives.
- Individual innovation: FinTechs and other disruptors are setting new benchmarks for payments."
https://www.ey.com/en_in/banking-capital-markets/financial-crime-operations,2024-06-17,,,,
https://www.ey.com/en_in/banking-capital-markets/digital-enterprise-transformation,2024-06-17,,,,
https://www.ey.com/en_in/banking-capital-markets/financial-crime-trader-surveillance,2023-07-02,,,,
https://www.ey.com/en_in/banking-capital-markets/financial-crime-track,2023-07-02,,,,
https://www.ey.com/en_in/banking-capital-markets/seven-steps-to-get-ready-for-the-end-of-ibor,2019-06-06,,"Banking and capital markets, Financial Services, Enterprise protection in banking, Risk and regulation in banking, IBOR",,"

The transition from the current Interbank Offered Rates (IBORs) to Alternative Reference Rates (ARRs) as the primary benchmark floating rates for financial contracts around the world is under way. This change is a certainty, not a choice.
Regulators in both the US and the UK recently put out an urgent call for all financial market participants to start actively reducing their exposures to IBORs and transition to products referencing ARRs so that there is minimum disruption to the global financial markets.
But while there has been substantial progress by working groups across all the major currencies in selecting alternative rates and educating the market about them, we’re still seeing significant complacency. Many firms still harbor the misplaced hope that IBORs will continue significantly beyond the 2021 deadline set by theFinancial Conduct Authority (FCA)."
https://www.ey.com/en_in/banking-capital-markets/ten-things-you-need-to-know-about-the-ibor-transition,2020-06-26,,"Banking and capital markets, Financial Services, Risk and regulation in banking, Enterprise protection in banking, IBOR",https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/banking-and-capital-markets/ey-ibor-transition-a-certainty-not-a-choice.pdf?download,"For more than 40 years, interbank offered rates (IBORs), especially the London Interbank Offered Rate (LIBOR), have been a fact of daily life for the global financial services industry. They’ve set the benchmark rate for lending on an unsecured basis, underpinning the worldwide trade in financial products – from bonds and loans to derivatives and mortgage-backed securities.
But this familiar world is now being upended.
A series of scandals has sealed the fate of the once dominant IBOR benchmark. In 2012, a group of banks were accused of manipulating their IBOR submissions during the financial crisis. In the wake of those scandals, the UK Financial Conduct Authority (FCA) shifted supervision of the index to the Intercontinental Exchange Benchmark Administration (IBA).
Despite steps taken by the IBA to strengthen the benchmark, the ongoing slowdown in unsecured debt market activity has diluted IBOR’s relevance – three-month US dollar LIBOR, the most heavily referenced IBOR benchmark, is supported by less than $1 billion in transactions per day.
Both the UK and US plan to phase out IBOR and move to a new benchmark– known as alternate reference rates (ARR) – by the end of 2021. Many other countries are planning to do the same."
https://www.ey.com/en_in/banking-capital-markets/ibor-transition-services,2024-06-17,,,,
https://www.ey.com/en_in/banking-capital-markets/how-payments-will-enable-next-generation-mobility-services,2021-05-10,,"Banking and capital markets, Payments, Mobility, Automotive",https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/banking-and-capital-markets/ey-global-payments-newsletter_01.pdf?download,"

Within the automotive industry, traditional companies are radically reshaping their business and operating models as three major trends disrupt their sector:
Together, these trends are defining the future of mobility. In this future, human driven, gas-powered vehicles may be largely replaced by shared, self-driving and hydrogen- and electricity-powered vehicles. This transition and its impact on automotive producers and suppliers are the subject of much discussion. But less attention has been given to the repercussions on the payments industry, a sector that has, until now, had few direct links to the automotive industry.
Traditionally, the payments and automotive sectors came together at just two points:
- When a consumer purchased a vehicle, usually via a bank transfer, or other mass-payments transaction, or through leasing or a loan,
- When a consumer fueled or maintained a vehicle and made payment via credit card or cash in both cases, the related issues involved have long been solved, meaning that the automotive sector has not been at the core of recent payments innovations.
But traditional payment situations are set to be supplemented with new and more complex payment events, including:
- Self-driving vehicles that automatically pay for tolls or parking
- Shared-vehicle usage charges and payments
- Electric-vehicle recharge costs and payments for injecting electricity into thesmart grid
While buying a car was once the second biggest investment most persons would make in their lifetime, the changes to mobility mean these large investments are being replaced by many, much smaller, more complex transactions. Developing payments processes to successfully handle these transactions will not be easy — but for whichever party does this, the prize will be high.
But designing payments processes around these new mobility scenarios will require overcoming several challenges that, though not new to the payments industry, will need to be carefully considered in light of the mobility context:
- Convenience:The new mobility changes mean consumers are paying many different merchants more frequently, usually online. This can be a tedious process if each transaction must be resolved individually. But payments processes have adapted to these conditions, most notably with the introduction of e-wallets or pass-through wallets in an e-commerce environment. These enable customers to pay in a convenient way at multiple different merchants without having to enter the payment details again and again.
- Multisided markets: The future mobility market will be multisided. With so many merchants, different payment processes and multiple consumer touch points, resolving payments becomes more complex. This issue is being addressed through the replication of master-merchant services from an e-commerce environment, which can be leveraged in multisided markets to enable payment of diverse services, such as parking, toll and electricity charging in a homogenous way.
- Authentication: Issues of authenticating payments have not yet completely been solved, especially with increasing regulatory requirements emerging in Europe (i.e., two-factor authentication). The introduction of voice payments or the use of biometrics could help solve this problem within the automotive sector.
- Costs:The issue of cost has become less relevant over recent years since competition has increased, and interchange fee caps have been introduced in many parts of the world. But reducing costs is still important, especially for low-value transactions. New payment rails like instant payments, payment initiation services or Blockchain can help keep costs low in this context."
https://www.ey.com/en_in/banking-capital-markets/how-traditional-lenders-can-find-new-opportunities-in-consumer-financing,2020-02-18,Kai-Christian Claus,"Banking and capital markets, Payments, Digital",https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/banking-and-capital-markets/ey-global-payments-newsletter_01.pdf?download,"

The emergence of new financing options at the moment of purchase is transforming consumer finance. Will these new options see payment service providers further disintermediate traditional banks from their heritage short-term consumer-financing business?
Not long ago, the only financing options available to a consumer at point of sale (POS) were credit cards, overdrafts or bank loans. While the first two options are quick and easy, consumers paid the price for convenience in higher credit terms. And while bank loans offered better terms, the paperwork and time involved were big deterrents.
But consumer credit is undergoing radical changes. Technology and abundant data indicate merchants and financial institutions can now offer loans at the moment of purchase, either online or in stores. FinTechs are front-runners in the POS lending trend, where buyers make a direct agreement with the merchant for partial payment, meaning the loan is not subject to the anti-money laundering laws of banks (and does not require additional legitimation). These FinTechs are putting banks and other traditional consumer financing businesses under pressure.
For consumers, it’s easy to see the appeal of POS financing. It’s instantaneous and digital and can offer greater transparency on the total cost of the purchase. And this alternative form of financing liberates customers from mainstream credit options.
For merchants, the key selling proposition of POS lending is — not surprisingly — fewer abandoned online shopping carts and higher sales. This new form of consumer financing potentially increases conversion rates by offering consumers intuitive, seamless and error-free loan processes and delivers high approval rates for loan applicants.
After already being successful in the online world, POS lenders are increasingly aiming to conquer the offline world by replicating the online lending experience at the real-world checkout. This is being done through means such as direct integration into POS terminals and through mobile apps that can generate a one-time-use virtual credit card number for universal acceptance."
https://www.ey.com/en_in/banking-capital-markets/how-can-payment-providers-become-truly-omnichannel,2021-07-21,Kai-Christian Claus,"Banking and capital markets, Payments, Digital, Innovation",https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/banking-and-capital-markets/ey-payments-volume-20.pdf?download,"

Omnichannel is a term coined by theretail industry, where merchants strive to offer consistency in products and services, with matching pricing and conditions. To support these merchants, payment providers must deliver a consistent customer experience across different distribution channels.
Technology advances have enabled payment providers to deliver a true omnichannel portfolio of integrated, digitally enabled products and services where network and terminals, POS payments, online payments, merchant acquisitions and dynamic currency conversion (DCC) work seamlessly together. A true omnichannel approach enables providers to offer solutions that meet consumer needs, and additional value-added services that, if priced consistently, afford companies a competitive advantage.
But offering a true omnichannel experience to merchants is difficult for most payment providers, particularly since large retailers have specific payment methods, shop and backend integration, value-added services and reporting requirements.
Overcoming these challenges requires developing strategies to consistently meet merchants’ omnichannel offering requirements at every stage of their customer relationship. As the first merchant touchpoint, the payment provider’s omnichannel sales function needs to consistently quote prices, terms and conditions for all available products, verticals and features. For example, when buying a car — a sunroof may not be included, but it is always possible to add GPS navigation.

When leads mature into contracts, merchants typically expect to have one contract for all selected features (i.e., POS terminal rent, online payment gateway, cards acceptance, acquisition, reporting and value-added solutions). Expectations include:
- Minimal effort to manage contracts (e.g., monitor, track and manage contract periods, automatic renewal, reference accounts)
- Single touchpoint for service requests and complaints
- A high first-call resolution rate
To efficiently implement these requirements, the omnichannel payment provider must analyze merchant interaction points and company information to determine a single-point of truth for merchant and payment data. In other words, the service agent on the phone must see the exact same reference and transaction data as the merchant in the online portal.
Payment providers need to create a single monthly statement for the merchant, with all billable and line item costs, extra costs and hold-backs, and the total sum due. They must identify company-wide billing events and feed these into one consolidated billing system. Again, it’s critical that products and pricing are consistent and that CRM and sales information is harmonized with billing to make certain any rebates or sales-related pricing adjustments are made.
Reporting is very specific to the customer segment. Most large retailers do their own data analysis, so they are satisfied with a structured data set with information on transactions, status, payment information, chargebacks, etc. The challenge is to collect transaction data across all payment methods and channels and create a single data pool per merchant. In contrast, small to medium retailers typically have no dedicated reporting framework, so providers will need to offer analytical tools to enable merchants to “slice-and-dice” their data to gain useful insights."
https://www.ey.com/en_in/banking-capital-markets/open-banking-services,2024-06-17,,,,
https://www.ey.com/en_in/banking-capital-markets/how-know-your-customer-can-deliver-digital-trust,2019-09-12,,"Banking and capital markets, Future of banking, Trust, Customer, Disrupting financial crime",,"What does your bank manager look like? In the Transformative Age, it’s unlikely many of us know. The days of the local branch have all but disappeared in favor of online banking and smartphone apps. Banks are fast becoming unrecognizable as data disrupts the very nature of what they do, inspiring innovations from e-commerce to self-service insurance. As early adopters roll out new technology to gain access to unbanked consumer and business markets, organizations not ready to manage risks will likely be left behind.
New access to data could yield unprecedented opportunities – and risks. Financial crime costs $1.4-3.5 trillion per year, making new preventative technology to protect that data imperative. It’s never been more important (whether you recognize your bank manager or not), that your bank can identify you and block fraudsters – making ‘know your customer’ (KYC) the watchwords of banking in our digital era.
Thanks to emerging technologies, banking customers can now identify themselves from anywhere in the world. But, if banks are to be sure the process of remote verification is failsafe so that funds – and sensitive data – are protected, they need to be a step ahead of every technological development and every hack."
https://www.ey.com/en_in/banking-capital-markets/payments-services,2024-06-17,,,,
https://www.ey.com/en_in/banking-capital-markets/global-regulatory-network,2024-06-17,,,,
https://www.ey.com/en_in/banking-capital-markets/list-screening,2024-06-17,,,,"Custom, industry-standard synthetic test packs to evaluate the efficiency and effectiveness of existing screening engines, including detailed peer benchmarks and recommendations for improvement

Machine learning and artificial intelligence (AI) techniques dramatically reduce false positive alerts and free investigators to focus on actual risks. Secondary screening-based quality assurance detects hidden risks within customer populations, while providing auto-generated investigator narratives for dispositioned alerts

Sourcing, rationalization and harmonization of sanctions, PEP watchlists and customer data files to identify areas of under-or over-screening and assess impact on alert volumes

A managed services model for list screening operations—from alert generation through investigations—including access to skilled and experienced staff for review and escalation of suspicious activity

Automation of sanctions, PEP and adverse media checks through secure APIs or web and mobile apps"
https://www.ey.com/en_in/banking-capital-markets/know-your-customer,2024-06-17,,,,
https://www.ey.com/en_in/banking-capital-markets/how-can-you-prepare-for-tomorrows-climate-today,2021-09-27,Alex Birkin,"Financial Services, Insurance, Banking and capital markets, Climate change and sustainability, Sustainability in Financial Services",https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/banking-and-capital-markets/ey-climate-change-and-investment.pdf?download,"Today many organizations are acting to mitigate climate-related risks and capture opportunities arising from energy transition. Climate-related investing has also benefited from the rapid advance of sustainable investing.
Against this backdrop, the sheer complexity of climate change means that it remains one of the hardest sustainability topics for firms to respond to. Differences of political opinion are also apparent, with some jurisdictions questioning the need for action, while others urgently move ahead.
Nonetheless, webelieve the last few years have been hugely positive for climate-related investment. See our 2016 report,Climate change: the investment perspective.
Overall, the regulatory landscape has evolved rapidly. The Financial Stability Board (FSB), the European Union (EU), central banks, national supervisors and the state of California are among those to have introduced mandatory or consulting initiatives. Public bodies seem to be increasingly proactive in shaping and even prioritizing sustainable investment, particularly around climate change. These efforts, along with a growing body of research, are driving financial institutions’ awareness of the risks and opportunities associated with climate change. Firms are also gaining an appreciation of the sectors, asset classes and financial instruments most likely to be affected.
Many investors have shown an increasing desire to factor climate change into their investments. The same view is gaining traction with, not just younger individuals, but also, many – if not all – institutional asset owners – as evidenced by growing fossil fuel divestments and commitments to green funds.One recent exampleis a major US public sector pension fund’s decision to commit $20bn to a sustainable investment-climate solutions investment program over the next decade.
This demand has led to a growing wave of action by financial institutions. Many leading banks, insurers and asset managers have committed to addressing climate change and are engaging with clients and investees. For example, one majorEuropean bankhas begun taking steps to align its entire loan book with the emissions reductions required by the Paris Agreement.
In addition, aglobal insurer and pension fundwere among the founders of “Net Zero Asset Owner Alliance”, and recently pledged to shift portfolios away from carbon-heavy industries."
https://www.ey.com/en_in/banking-capital-markets/how-both-banks-and-customers-can-seize-the-upside-of-disruption,2019-09-16,,,,
https://www.ey.com/en_in/banking-capital-markets/how-social-media-firm-created-south-korea-s-fastest-growing-bank,2021-03-01,,,,
https://www.ey.com/en_in/banking-capital-markets/corporate-commercial-and-sme-banking-services,2024-06-17,,,,
https://www.ey.com/en_in/big-data-analytics,2024-06-06,,,,
https://www.ey.com/en_in/blockchain,2024-05-27,,,,
https://www.ey.com/en_in/blockchain/how-blockchain-is-reducing-fluidity-of-risk-in-marine-insurance,2019-12-09,,,,
https://www.ey.com/en_in/blockchain/blockchain-platforms,2024-05-26,,,,
https://www.ey.com/en_in/building-agile-resilient-organization,2022-06-28,,,,
https://www.ey.com/en_in/capital-allocation,2024-07-23,,,,
https://www.ey.com/en_in/careers,2024-07-23,,,,
https://www.ey.com/en_in/careers/what-you-can-do-here,2024-02-19,,,,
https://www.ey.com/en_in/careers/what-its-like-to-work-here,2023-10-16,,,,
https://www.ey.com/en_in/careers/how-to-join-us,2024-07-02,,,,
https://www.ey.com/en_in/careers/interview-tips,2024-02-19,,,,
https://www.ey.com/en_in/careers/how-we-hire,2024-02-19,,,,
https://www.ey.com/en_in/careers/what-we-look-for,2024-02-19,,,,
https://www.ey.com/en_in/careers/technology,2024-07-12,,,,
https://www.ey.com/en_in/careers/personalized-career-development,2023-08-11,,,,
https://www.ey.com/en_in/careers/assurance,2024-07-12,,,,
https://www.ey.com/en_in/careers/flexibility-mobility,2023-07-09,,,,
https://www.ey.com/en_in/careers/industry-focused-careers,2024-07-12,,,,
https://www.ey.com/en_in/careers/exceptional-ey-experience,2024-02-19,,,,
https://www.ey.com/en_in/careers/student-entry-level-programs,2024-02-19,,,,
https://www.ey.com/en_in/careers/people-stories,2021-07-31,,,,
https://www.ey.com/en_in/careers/diversity-inclusiveness,2023-09-07,,,,
https://www.ey.com/en_in/careers/core-business-services,2023-05-30,,,,
https://www.ey.com/en_in/careers/innovation-driven-careers,2024-07-12,,,,
https://www.ey.com/en_in/careers/tax,2024-07-12,,,,
https://www.ey.com/en_in/careers/global-delivery-services,2024-06-03,,,,
https://www.ey.com/en_in/careers/job-search,2024-02-19,,,,
https://www.ey.com/en_in/careers/careers-in-client-technology,2023-07-09,,,,
https://www.ey.com/en_in/cfo-agenda,2024-07-02,,,,
https://www.ey.com/en_in/cfo-agenda/how-a-company-soothed-back-pain-and-innovated-a-sales-model,2019-08-02,,,,
https://www.ey.com/en_in/chemicals,2023-06-30,,,,
https://www.ey.com/en_in/climate-change-sustainability-services,2024-07-22,,,,
https://www.ey.com/en_in/climate-related-reporting,2024-07-22,,,,
https://www.ey.com/en_in/consumer-products-retail,2024-05-29,,,,
https://www.ey.com/en_in/consumer-products-retail/supply-chain-reinvention,2024-05-03,,,,
https://www.ey.com/en_in/consumer-products-retail/commercial-transformation,2024-06-26,,,,
https://www.ey.com/en_in/consumer-products-retail/direct-to-consumer,2024-05-03,,,,
https://www.ey.com/en_in/consumer-products-retail/five-ways-to-win-the-consumer-of-2030-now,2022-11-04,Kristina Rogers,"Consumer products and retail, Customer, Transforming retail, Data and decision intelligence, Supply chain",,"The leaders of every consumer-facing business recognize the need for transformation. Otherwise, their organizations risk becoming irrelevant to the changing consumer. Most are taking action, but they need to be bolder. They need to accelerate and redirect their efforts so they can move beyond protecting the business they have and put more focus on creating the business they need to become.
The five key imperatives set out below will help leaders reshape their organizations so they can generate value for the data- and technology-enabled“smart consumer” of tomorrow.They are drawn from our on-going collaboration with over 200 business leaders, futurists and industry experts to model a 360-degree view of the future consumer and how their needs could change in a variety of “future world” scenarios.
We are entering an era of exponential change, when things happen gradually and then suddenly. Companies will need to be agile enough to shift course quickly and effectively. To navigate, leaders need to anticipate a range of probable, possible and plausible consumer futures and stress test all their assumptions against them . To create competitive advantage tomorrow, these five imperatives must be addressed now.

With FutureConsumer.Now, EY is helping business leaders make their organizations fit for a what’s to come bythinking differently about the future.
Research and interviews with global innovators, futurists, business leaders and EY professionals identified more than 150 drivers that could shape the future consumer.
We used those drivers tocreate eight powerful hypotheses. Each one relates to a key aspect of the future consumer: how people will shop, eat, stay healthy, live, use technology, play, work and move.
We then held aseries of innovative hackweeksaround the world to explore these hypotheses further and to model the kind of future worlds they might create. These took place in Berlin, London, Los Angeles, Shanghai and Mumbai.
Over the course of a week, an eclectic mix of futurists, entrepreneurs, business leaders and EY professionals used the 150 change drivers and eight hypotheses to model three alternative versions of the future.
The experience of creating these future consumer worlds helped participants anticipate the direction of travel and the implications – and opportunities – for business today. It challenged their assumptions about what it takes for a consumer-facing business to succeed – today and in the years ahead.
By the end of the hack, they were better prepared to stay relevant as consumers evolve, and to shape that evolution."
https://www.ey.com/en_in/consumer-products-retail/is-your-biggest-future-risk-the-way-you-approach-risk-now,2021-05-01,Kristina Rogers,"FutureConsumer.Now, Trust by design, Risk, Trust",,
https://www.ey.com/en_in/consumer-products-retail/world-retail-congress,2020-02-18,,,,
https://www.ey.com/en_in/consumer-products-retail/how-covid-19-could-change-consumer-behavior,2021-05-01,Kristina Rogers,"Future consumer index, Consumer products and retail, FutureConsumer.Now",https://assets.ey.com/content/dam/ey-sites/ey-com/en_gl/topics/consumer-products/consumer-products-pdfs/ey-future-consumer-index-issue-1.pdf?download,"Daily life for people around the world has changed in ways that would have been unthinkable a few weeks ago. But as consumer-facing organizations try to find their way through the COVID-19 pandemic, it’s important to keep in mind that the global consumer was already evolving at great speed. That process is now playing out faster than anyone imagined.
Consumer-facing companies urgently need to anticipate what kind of consumer is emerging, so they can make it through the current crisis and build the capabilities that future relevance will require. We created ourFutureConsumer.Nowprogram two years ago to guide those efforts.
Now we’ve created the EY Future Consumer Index to help leaders understand and track emerging consumer behaviors and sentiment around the world. Over the coming months, we’ll identify the new segments we see emerging – asking which are temporary reactions to changing circumstances, and which point to more fundamental shifts.
In these early stages of the pandemic, consumers are worried about the health of their families, whether they can buy for their basic needs, and the loss of freedoms we all took for granted. Those common concerns are manifesting themselves in different ways, as consumers adopt new behaviors.Across the markets we’ve surveyed, some consumers are making deep cuts. Others are continuing to spend as normal but are changing how they live in other ways. For now, many are remarkably optimistic. Looking across all the Index data, we’ve identified four segments of behavior.

Consumers in the “Hibernate and spend” segment – who are mostly aged 18-44 – are those most concerned about the impact of the pandemic. But only 40% of them say they are shopping less frequently. And while 42% say the products they buy have changed significantly, 46% of them say brands are now more important to them.
The Index shows much bigger changes in the “Cut deep” segment. These consumers – who are mainly over 45 – have seen the most impact on their employment. Almost a quarter have had their jobs suspended, either temporarily or permanently. Seventy-eight percent of them are shopping less frequently, and 64% are only buying the essentials. In contrast to the Hibernate and spend segment, 33% of consumers here feel brands are now far less important to them.
Our Index will track the way these segments evolve and highlight any new ones that emerge, as this immediate phase of the crisis unfolds.
Looking beyond the immediate effects of the pandemic, few consumers expect to go back to their old behaviors any time soon. As with many of the shocks we encounter in life, people are in a mood to pause and reflect. The Index gives substance to that anecdotal observation.
We’ve asked consumers what they believe they will do once they feel the crisis is over. This doesn’t tell us what theywillactually do, but it does enable us to track their changing expectations about the future.
The chart below maps how the four segments we have identified now could morph into five very different ones as the crisis abates. For example, the Index currently suggests that over time most consumers in the “Save and stockpile” segment will migrate to two new segments that we call “Remain frugal” and “Cautiously extravagant.”

In these uncertain times, how long this transition will take – or whether different transitions will emerge – remains to be seen. But tracking change as it occurs will help companies stay relevant and plan for the future.

We surveyed 4,859 consumers across the US, Canada, UK, France and Germany during the week of 6 April 2020. The survey questionnaire covered current behaviors, sentiment and intent."
